,Category,Skills,Degree,Institution
1864,ACCOUNTANT,"['  Microoft Office Word', ' Excel', ' Power Point', ' Outlook  Abila MIP Fund Accounting Software  QuickBook', ' QuickBook Pro', ' Quicken   ADP', ' Paychex', ' Payroll Expert', ' QuickBook Payroll Sytem ']",[' Bachelor of Science'],[' Arizona State Univerity']
1865,ACCOUNTANT,"['  accounting ytem', ' Account Payable', ' Adminitrative upport', ' agency', ' auditing', ' budget', ' clerical', ' Cloing', ' conference', ' Contract', ' copying', ' client', ' client', ' Cutomer ervice', ' cutomer ervice kill', ' databae', ' editing', ' e-mail', ' Englih', ' faxing', ' filing', ' Finance', ' Financial', ' Financial Analyt', ' financial report', ' form', ' Human Reource', ' marketing material', ' meeting', ' Acce', ' Excel', ' mail', ' Microoft Office', ' Outlook', ' PowerPoint preentation', ' Word', ' Communicator', ' organizing', ' payroll', ' People Soft', ' peronnel', ' quick learner', ' afety', ' canning', ' Spanih', ' preadheet', ' preadheet', ' table', ' team player', ' telephone', ' tranportation', ' Written ']",[' Bachelor of Science'],[' Bridgewater State Univerity']
1866,ACCOUNTANT,"[' account reconciliation', ' Accounting', ' general accounting', ' accrual', ' ad', ' Agency', ' balance heet', ' billing', ' budget', ' Budget', ' chart', ' compliance reporting', ' contract', ' cutomer ervice', ' documentation', ' financial', ' Financial Analyi', ' financial management', ' financial report', ' Financial Reporting', ' financial tatement', ' fixed aet', ' foreign exchange', ' frame', ' general ledger', ' general ledger account', ' home office', ' Inventory', ' invoicing', ' ledger', ' Lotu Note', ' meeting', ' Microoft Dynamic', ' Microoft Office Suite', ' Outlook', ' month end cloe', ' Oracle Financial', ' PeopleSoft', ' peronnel', ' policie', ' preentation', ' profit and lo', ' reporting', ' ettlement', ' underwriting']","[' Mater of Science', ' Bachelor of Science']","[' KEAN UNIVERSITY', 'NA']"
1867,ACCOUNTANT,"[' Account management', ' account receivable', ' adminitrative function', ' adminitrative upport', ' billing', ' billing', ' billing ytem', ' clarify', ' hardware', ' conolidation', ' contract', ' credit', ' client', ' cutomer atifaction', ' executive management', ' Filing', ' invoicing', ' marketing', ' Work', ' organizational kill', ' peronnel', ' problem olving', ' Procee', ' procurement', ' Maintain file', ' maintain documentation', ' Reearch', ' ale', ' phone', ' type']",[' Bachelor degree'],['NA']
1868,ACCOUNTANT,"['  Account Management', ' Account Reconciliation', ' Account Analyi', ' Accrual', ' Audit', ' Billing', ' Budgeting', ' Budget Preparation', ' Cah Flow', ' Monthly Cloing', ' Invoice Coding', ' Contract Execution', ' Corporate Tax Proceing', ' Cot Reporting', ' Daily Accounting', '  Expene Report Review and Coding', ' Financial Statement Preparation', ' Fixed Aet', ' Forecating', ' Fund Accounting', ' GAAP intimate familiarity', ' General Ledger Accounting', ' Income Tax Preparation', ' Inventory', ' Invoicing', ' Cot Reporting', ' Journal Entrie', ' Liaie between Department', '  Monthly Sale Analyi', ' Payable Recognition', ' Payment Proceing', ' Payroll Proceing and Allocation', ' Performance Management', ' Point of Sale Analyi', ' Pot Payment', ' Proce Invoice', ' Revenue Recognition and Recording', ' Sale Recognition and Recording', ' Sale Tax Calculation and Filing', ' Tax Compliance', ' Tax Return', ' Variance Analyi ']","[' MBA', ' Bachelor of Science', ' Aociate of Science']","['   Ahworth College', '   Penn Foter College', '   Penn Foter College']"
1869,ACCOUNTANT,"[' accounting', ' Accounting Sytem', ' ad', ' analytical kill', ' auditing', ' automation', ' billing', ' budgeting', ' budget', ' Budget', ' buine operation', ' buine proce', ' Cah-Flow', ' cah flow', ' cloing', ' contract', ' CPA', ' Crytal Report', ' Databae Management', ' Ebae', ' enior management', ' financial', ' Financial Accounting', ' financial analyi', ' financial analyiplanning', ' Financial Reporting', ' financial tatement', ' fixed aet', ' Forecating', ' general ledger', ' Great Plain', ' Hyperion', ' inventory', ' ledger', ' law', ' market', ' MAS 90', ' Excel', ' MS Office', ' negotiation', ' Enterprie', ' Peachtree', ' peronnel', ' policie', ' pricing', ' procee', ' quantitative analyi', ' QuickBook', ' reconciling', ' relationhip management', ' reporting', ' reearching', ' Reearch', ' ale', ' Sarbane-Oxley', ' Strategic Planning', ' Tax Preparation', ' tax', ' taxe', ' Trend']","[' BS', ' CPA Candidate']","[' Univerity of Maryland Univerity College', 'NA']"
1870,ACCOUNTANT,"['  Proficient in Microoft Office Excel', ' Word', ' PowerPoint   Excellent mathematical kill  Capable of analyzing trend and variance  Excellent communication and organizational kill  Able to work in a high volume environment  Phyically dexterou  Strong interperonal', ' communication and multi-taking kill  Operate effectively within an agricultural laboratory etting  Willing participant in environmentally utainable work practice  Thoroughly perform tandard calibration  Excellent communication and collaboration kill  Efficient and precie when recording and preenting data  Proficient in the ue laboratory application oftware and intrument  Strong contributor to the achievement of quality objective  ']",[' Bachelor of Art'],[' Ahford Univerity']
1871,ACCOUNTANT,['   Microoft Office - Advanced knowledge and kill  Typing peed of 62 wpm with 97 accuracy         '],"['NA', ' GED', ' Buine Education', 'NA']","[' Mountain State Univerity', ' Ravenwood Annex', ' Garnet Career Center', ' Ravenwood High School']"
1872,ACCOUNTANT,"[' Account Reconciliation', ' Accounting', ' baic accounting', ' Accounting oftware', ' account payable', ' account receivable', ' Accrual', ' ad', ' AP', ' AR', ' balance heet', ' bank reconciliation', ' Billing', ' billing', ' Bloomberg', ' Budget Management', ' budget', ' capital expenditure', ' Cah Flow', ' cah flow tatement', ' cloing', ' Excellent communication', ' deciion-making', ' delivery', ' documentation', ' finance', ' financial', ' financial analyi', ' financial management', ' financial report', ' Financial Reporting', ' financial tatement', ' Financial Statement Analyi', ' fixed aet regiter', ' fixed aet', ' General Ledger', ' GL', ' human reource', ' Hyperion', ' Imaging', ' invoicing', ' Lawon', ' managing', ' Ma 90', ' Microoft Excel', ' Outlook', ' PowerPoint', ' Word', ' Month End Cloe', ' payroll', ' PeopleSoft', ' problem olving kill', ' Purchaing', ' QuickBook Pro', ' reconciling', ' reporting', ' reearch', ' ale', ' tax', ' taxe', ' variance analyi']","[' Mater of Buine Adminitration', ' Bachelor of Science']","[' UNIVERSITY OF PHOENIX', ' CITY UNIVERSITY OF NEW YORK']"
1873,ACCOUNTANT,"[' general accounting', ' accounting oftware', ' accounting ytem', ' Account Payable', ' Account Receivable', ' accrual', ' automation', ' balance heet', ' balance', ' bank reconciliation', ' bank reconciliation', ' billing', ' budget', ' budget', ' Bi', ' filing', ' financial reporting', ' General Ledger', ' general ledger account', ' inventory', ' invoice proceing', ' legal', ' meeting', ' Microoft Dynamic', ' Microoft Excel', ' excel', ' office', ' Microoft PowerPoint', ' Microoft Word', ' migration', ' month end cloing', ' Peachtree', ' pivot table', ' procee', ' coding', ' QuickBook', ' Sale', ' Sun', ' Sun 5']",[' Bachelor of Art'],[' DeVry Univerity']
1874,ACCOUNTANT,"[' Account reconciliation', ' Budget analyi', ' buine procee', ' Cah flow analyi', ' due diligence', ' external auditing', ' external audit', ' Financial Management', ' financial reporting', ' financial tatement', ' financial  tatement', ' general ledger', ' general ledger account', ' Hyperion', ' Oracle', ' Pivot Table', ' ale', ' trade how']",[' Bachelor  of Science'],[' Rhode Iland College']
1875,ACCOUNTANT,"[' Account Payable', ' bank reconciliation', ' Bank Reconciliation', ' financial report', ' financial tatement', ' general ledger']","[' Bachelor of Buine Adminitration Degree', ' Bachelor of Buine Adminitration Degree']","[' Wetern Michigan Univerity', ' Wetern Michigan Univerity']"
1876,ACCOUNTANT,"[' accounting', ' accounting ytem', ' account payable', ' account receivable', ' adminitrative', ' AR', ' billing', ' cloing', ' client', ' client', ' documentation', ' financial', ' financial report', ' preparation of financial report', ' Preparation of financial tatement', ' fixed aet', ' managing', ' month-end cloing', ' policie', ' maintain record', ' reporting', ' Reearch', ' ale', ' tax', ' taxe', ' tax return', ' annual report', ' year-end']",[' Bachelor of Buine Adminitration'],[' Kent State Univerity']
1877,ACCOUNTANT,['   MILITARY SERVICE Service Country United State Branch USMC Rank Chief Warrant Officer 3 September 1987 to December 2011 Accounting Officer for MARSOC-Camp Lejuene Commendation 4th award AWARDS Navy  Marine Corp Commendation Medal Marine Corp Good Conduct Medal Joint Service Medal Navy and Marine Corp Achievement Medal Sea Service deployement Medal Joint Service Achievement medal National Defene Service Medal Global War on Terror Medal Selected Marine Corp Reerve Medal Meritoriou Service Medal ADDITIONAL INFORMATION Actively eeking employment   '],[' Bachelor of Science'],[' Park Univerity']
1878,ACCOUNTANT,"[' Accounting', ' billing', ' C programming', ' cloing', ' conultant', ' Conulting', ' credit', ' Client', ' client', ' cutomer care', ' data entry', ' databae', ' debit', ' delivery', ' documentation', ' editing', ' Senior Management', ' fetch', ' filing', ' Financial', ' Form', ' Full Life Cycle', ' fund', ' General Ledger account', ' legal', ' managing', ' Excel', ' office', ' Window', ' Microoft Word', ' month-end cloing', ' Oracle', ' Oracle databae', ' Deigner 2000', ' Developer', ' OS2', ' proceing payment', ' policie', ' procee', ' propoal', ' Quality aurance', ' read', ' real etate', ' reporting', ' requirement', ' Sale', ' cheduling', ' cript', ' Solomon', ' SQL', ' Sytem Integration', ' table', ' Tax accounting', ' Tax', ' tax return', ' Technical documentation', ' telephone', ' upgrade', ' utilitie']","[' Diploma', ' Bachelor of Science']","[' King College', ' South Carolina State Univerity']"
1879,ACCOUNTANT,"[' Automotive', ' buine operation', ' caliper', ' Call center', ' cloing', ' Strong interperonal kill', ' Excellent communication', ' Strong communication kill', ' credit', ' client', ' cutomer ervice', ' Cutomer ervice', ' debit', ' e-mail', ' email', ' environmental compliance', ' faxe', ' fax', ' filing', ' inpection', ' inventory', ' Team building', ' litening', ' machinery', ' material', ' micrometer', ' excel preadheet', ' Excel', ' mail', ' Strong Organizational Skill', ' pallet jack', ' policie', ' procee', ' Quality', ' receiving', ' afety', ' ale', ' ale report', ' hipping', ' preadheet', ' Telecommunication', ' telephone', ' phone', ' phone etiquette', ' warehouing']",[' High School Diploma'],['NA']
1880,ACCOUNTANT,"[' Account Reconciliation', ' Accounting', ' Account Payable', ' Account Receivable', ' AR', ' Billing', ' Budget', ' Cah Handling', ' Cloing', ' Coaching', ' Communication Skill', ' Contract', ' Credit', ' Cutomer Service', ' Financial', ' Form', ' General Ledger', ' General Ledger Acount', ' Grant', ' Groupwie', ' Intructing', ' Mentoring', ' Merchandiing', ' Microoft Office', ' Outlook', ' Organizational Skill', ' Packaging', ' Policie', ' Pricing', ' Public Speaking', ' Purchaing', ' Receiving', ' Reconciling', ' Reearch', ' Spreadheet', ' Team Player', ' Time Management', ' Year-End']","[' Prairie View A  M Univerity', ' Univerity of North Texa', ' Dalla TX', ' MBA']","[' BBA', ' BBA', ' Univerity of North Texa', 'NA']"
1881,ACCOUNTANT,['  Increaed cot-effectivene by  28  through compliance enforcement and implementation of a new quality control ytem  Led the development of multiple\xa0financial reporting method to meaure productivity and efficiency  Increaed efficiency of dicrepancy invetigation by deigning a more accurate cah-forecating ytem '],[' High School Diploma'],[' Zephyrhill High School']
1882,ACCOUNTANT,"['  Accounting', ' AP', ' auditing', ' balance heet', ' Bank Reconciliation', ' billing', ' budget', ' buine operation', ' buine procee', ' contract', ' client', ' deciion making', ' ERP', ' financial', ' financial audit', ' financial tatement', ' form', ' JD Edward', ' job coting', ' material', ' MS Excel', ' Microoft office', ' month-end cloing', ' Payroll', ' policie', ' pricing', ' Public Accounting', ' QuickBook', ' receiving', ' reporting', ' rik management', ' taffing', ' uperviory ']",[' Univerity of South Florida'],[' Bachelor of Science']
1883,ACCOUNTANT,"[' Accounting', ' Accountant', ' Account Payable', ' balance heet', ' Budget Planning', ' CMS', ' Controller', ' credit', ' data mining', ' enior management', ' Finance', ' financial', ' Financial Analyt', ' financial tatement', ' fixed aet', ' hard drive', ' inventory', ' leaderhip', ' macro', ' Microoft Acce', ' Microoft Excel', ' Excel', ' office', ' Monarch', ' month end cloe proce', ' month end cloe', ' next', ' PeopleSoft', ' coding', ' reporting', ' ale', ' preadheet', ' Supervior', ' Tax', ' phone']","[' IRS 990 Tax Reporting  SubmiionCMS Cot Reporting SubmiionProperty Tax Exemption SubmiionAOP Budget Planning', ' Wetern Illinoi Univerity', ' Black Hawk College']","[' Bachelor of Art', ' Aociate Degree', "" St Mary' Hopital Leaderhip Team""]"
1884,ACCOUNTANT,"[' Account reconciliation', ' accounting', ' account payable', ' account receivable', ' accrual', ' ad', ' AP', ' balance heet', ' balance', ' bank reconciliation', ' billing', ' bookkeeping', ' book', ' budgeting', ' budget', ' Buine Object', ' chart', ' oral communication', ' CPA', ' databae', ' Fluent in Englih', ' enior management', ' finance', ' financial', ' financial analyi', ' financial report', ' Financial Reporting', ' financial tatement', ' fixed aet', ' forecating', ' general ledger', ' general ledger account', ' Government', ' graph', ' Harvard Graphic', ' JDE', ' Lotu Note', ' Acce', ' MS Acce', ' Excel', ' Microoft Office', ' office', ' PowerPoint', ' PowerPoint preentation', ' Window 95', ' month-end cloing', ' payroll', ' PeopleSoft', ' People Soft', ' preentation', ' QuickBook', ' Quicken', ' reporting', ' SAP', ' SOX compliance', ' Sarbane Oxley', ' Spanih', ' tax', ' televiion', ' variance analyi', ' Excellent written']","[' Mater of Buine Adminitration', ' Bachelor of Science']","[' Pepperdine Univerity Graziadio School of Buine and Management', ' Univerity of New Orlean']"
1885,ACCOUNTANT,"['   Microoft Office  Accounting Software Sage MAS 200 ERP', ' Peachtree Complete Accounting', ' QuickBook Pro', ' Profitool  ']","[' Mater of Profeional Accountancy', ' Bachelor of Buine Adminitration']","[' Texa AM International Univerity', ' Texa AM International Univerity']"
1886,ACCOUNTANT,"[' 10 key by touch', ' Accounting oftware', ' Account Payable', ' Account Receivable', ' adminitrative', ' AIA', ' AS400', ' billing', ' billing', ' Controller', ' draw', ' documentation', ' Drafting', ' Etimating', ' financial report', ' financial report', ' General Ledger', ' Human Reource', ' inurance', ' law', ' Microoft Office application', ' office', ' office management', ' Payroll', ' payroll proceing', ' Project Management', ' reporting', ' Timberline']",['NA'],[' Santa Barbara Buine College']
1887,ACCOUNTANT,"['   Activitie Vice Preident', ' APS Accounting Profeional Society at Temple Univerity', ' 2001 - 2002  ']",[' Bachelor of Buine Adminitration'],[' TEMPLE UNIVERSITY']
1888,ACCOUNTANT,"['  Month end cloe', ' Year end cloe', ' Cah Management', '  Superviion', ' APAR', ' Acquiition', ' ADP Payroll', 'Balance heet', ' Bookkeeping', ' Budget preparation', ' Cah Flow', ' Crytal Report', ' ERP', ' Financial Statement', ' Financial tatement analyi', ' Fixed Aet', ' General Ledger', ' Internal Control', ' Inventory', ' Payroll', ' Quality Aurance', ' ISO', ' ISO 9001', ' IFS', ' NetSuite', ' JD Edward', ' Macola', ' Excel', ' Outlook', ' PowerPoint', ' Word', ' QuickBook       ']","[' Univerity of North Alabama', ' Columbia State Community College']","[' BBA', 'NA']"
1889,ACCOUNTANT,"['  accounting oftware', ' account payable', ' ADP 530', ' ADP', ' benefit', ' budget', ' Ceridian', ' Contract', ' documentation', ' Edge', ' Equity', ' form', ' fund', ' general ledger', ' inurance', ' Krono   Microoft Office Suite', 'network', ' Payroll', ' payroll proceing', ' peronnel', ' policie', ' procee', ' publication', ' SAP 620', ' taxe', ' training material ']","[' MBA', ' BS']","[' Univerity of Phoenix', ' Alabama AM Univerity']"
1890,ACCOUNTANT,"['  ISO9001', ' Team Lead', ' Logitic', ' MAPICS', ' Excel', ' Outlook', ' Power Point', ' Word', ' Work', ' QuickBook', '  SAGE', ' Sale', ' SAP', ' SAP R3', ' Sarbane Oxley', ' elf-tarter', ' Spanih', ' SPC4', ' Vertex', ' Ceridian', ' ADP   Improve proce', ' Fixed Aet Adminitrator', ' Project Lead', ' Account Reconciliation Skill', ' Payroll and Budget Proficiency', ' Capital Expenditure and Inventory Management', ' Communication Skill', ' Deciion making', ' Financial Statement Analyi', ' Reearch Skill', ' Fat learner', ' ']","[' Graduate Diploma', ' Bachelor of Science']","[' Metropolitan Univerity', ' Univeridad del Turabo']"
1891,ACCOUNTANT,"['   Communication Skill \xa0Taking initiative in communication among team member by interacting with people from divere cultural background', ' and building up excellent client and peer relationhip  High efficiency to preuring the bet way to olve the problem and making contribution to buine organization \xa0 \xa0  High attention to Detail while enuring accuracy and completene of particular', ' executing correction on error that occur and performing thorough review on neceary document \xa0\xa0  ']","[' Mater of Buine ', ' Bachelor of Commerce ']","[' Monah Univerity', ' Victoria Univerity']"
1892,ACCOUNTANT,"['   Accounting Review \xa0   Conducted detailed technical and analytical review of federaltate corporate', ' partnerhip and S corporation tax return for Fortune 500 company coniting of 17 branche in 10 different tate    General Ledger Account \xa0   Maintained accurate account including cah', ' inventory', ' prepaid', ' fixed aet', ' account payable', ' accrued expene and line of credit tranaction          •      Streamlined accounting and billing activitie', ' improving efficiency', '  productivity and profitability for accounting and tax firm   Auditing \xa0        •      Extenive experience with Financial Statement audit', ' review compilation and audit for Governmental organization        •      Saved over 20', ""000 a a reult of a Worker' Compenation Inurance"", ' Sale and Ue Tax Audit ']","[' Bachelor of Science', ' Aociate of Art and Applied Science']","[' Colorado Technical Univerity', ' Rowan Cabarru Community College']"
1893,ACCOUNTANT,['   Activitie Alpha Sigma Phi Officer and Chair poition          January 2006- May 2010 Vice Preident Social Chair Greek Week Delegate Livetrong Foundation Bike-a-thon   '],"[' Bachelor of Science', ' Bachelor of Science']","[' Univerity of North Carolina', 'NA']"
1894,ACCOUNTANT,"['  Proficient in Microoft Office 2010 Acce', ' Word', ' Excel', ' Outlook', ' Alpha-5', ' Sytem Application Proce Sap', ' Window 2007', 'XP', ' NT', ' 2000', ' 98', ' 95', ' 41 MS DOS', ' MAS 90200', ' NXView', ' Sale Logic', ' Solomon ', 'Great Plain', ' Scrapware', ' Scrap Dragon ', ' Oracle People Soft 89', ' IQMS', ' Laer fiche', 'Type 60 wpm ']","[' Strayer Univerity', ' Strayer Univerity ']","[' Bachelor of Science', ' Aociate of Applied Science']"
1895,ACCOUNTANT,"['   COMMUNITY SERVICE', ' CERTIFICATIONS AND AWARDS Fulton County CASA Board of Director Member', ' Treaurer  Plan fund raier', ' review budget and financial tatement', ' and upervie CASA taff in not-for-profit organization that train volunteer to mentor children being pulled from their home through the Fulton County court ytem for abue and neglect CPA', ' Hold an active Georgia licene and cored between 87 and 93 out of a poible 99 on each of the four ection of the CPA exam CFE', ' Certified Fraud Examiner', ' which require paing four exam and two year work experience in preventing and detecting fraud Recipient', ' 2007 John R Jone Accounting Award  Given annually by vote of Emory Univerity Profeor to recognize the top performing enior year tudent in academia', ' community involvement', ' and character Recipient', ' 2006 Ben Piu Award  Awarded by Emory Profeor to recognize exceptional achievement by the highet performing junior year accounting tudent at Emory Univerity   ']",[' EMORY UNIVERSITY Goizueta Buine School'],[' Bachelor of Buine Adminitration']
1896,ACCOUNTANT,"[' accounting', ' accountant', ' adminitrative', ' Army', ' Agency', ' backup', ' book', ' budget', ' Buine Adminitration', ' cah flow', ' contract', ' DC', ' documentation', ' filing', ' financial', ' GL', ' home office', ' IMS', ' International Buine', ' material', ' Acce', ' Excel', ' Microoft Office', ' office', ' PowerPoint', ' Word', ' procurement', ' purchaing', ' receiving', ' record keeping', ' tranportation', ' type', ' workhop']","[' Virginia International Univerity', ' Kardan Univerity', ' Capital Intitute of Information Technology', ' Khuraan High School']","['NA', ' Bachelor', ' Diploma', 'NA']"
1897,ACCOUNTANT,"[' Accounting', ' Account payable', ' Account Receivable', ' accrual', ' acquiition', ' billing', ' cloing', ' Conulting', ' contract', ' Controller', ' credit', ' Cutomer Support', ' financial', ' financial tatement', ' fixed aet', ' general ledger', ' Human Reource', ' inurance', ' Internet Explorer', ' JD Edward', ' Job coting', ' KRONOS', ' Lotu', ' marketing', ' MAS90', ' Excel', ' Outlook Expre', ' Window', ' Word', ' Netcape', ' Payroll', ' peronnel', ' Quickbook']","[' Mater', ' Bachelor of Science', 'NA']","[' Keller Graduate School of Management', ' DeVry Univerity', ' Army National Guard']"
1898,ACCOUNTANT,"['   Healthcare  \xa0  Sound', ' ethical and independent deciion-making ability conitent with medical protocol', ' Patient advocacy', ' Pot-operative care', ' Medical-Surgical experience', ' Mental Health experience', ' Operating room experience', ' patient education', ' Glucoe monitoring', ' Strong aement kill    People kill  Great bedide manner', ' Enthuiatic people peron', ' Advanced problem-olving', ' Great organizational kill    Clerical  Adminitrative upport', ' Balance', ' Bookkeeping', ' Clerical', ' Cloing', ' credit', ' Cutomer Service', ' Dun', ' Senior management', ' Imaging', ' Mainframe', ' Medical Billing', ' Medical Trancription', ' Minute taking', ' Excel', ' Outlook', ' PowerPoint', ' 2000', ' MS Word', ' Nuring', ' progre', ' RIS', ' SAP', ' Scheduling', ' Staffing', ' Supervior', ' Sympoium', ' Phone', ' Trancription', ' Type 72wpm ']","[' Bachelor of Science', ' Aociate of Science']","[' California State Univerity Northridge', ' College of the Canyon']"
1899,ACCOUNTANT,"['  Microoft Excel', ' Peachtree', ' PeopleSoft', ' SAP', ' Sarbane-Oxley', ' SQL ']","[' Mater of Buine Adminitration', ' Bachelor of Buine Adminitration']","[' Rutger Univerity', ' Pace Univerity']"
1900,ACCOUNTANT,"[""  Capable Accountant ucceful at managing multiple project and conitently meeting deadline under preure  Managed complex accounting function and reconciled account involving multiple budget and funding ource          Hand-on uperviory experience directing and training accounting and upport taff  HR experience     Supervior' Endorement “Virginia i a talented individual who poee a trong work ethic and produce an inordinate amount of quality work  Her ability to work  independently"", ' with minimal uperviion', ' i one of her tronget attribute She i a trong team player”  Craig C', ' Diviion Director', ' 2009   ']","[' BBA', ' Aociate of Science', ' Aociate of Applied Science']","[' Univerity of Anchorage Alaka', ' Umpqua Community College', ' Umpqua Community College']"
1901,ACCOUNTANT,[' '],"[' Mater of Science', ' Bachelor of Science']","[' Univerity of Texa at Dalla- Naveen Jindal School of Management', 'NA']"
1902,ACCOUNTANT,['   Oracle Accounting   Dun and Bradtreet Financial Reporting   Microoft Office  Bank Of America CahPro  '],"[' MBA', ' BBA']","[' Kenneaw State Univerity', ' Tenneee State Univerity']"
1903,ACCOUNTANT,['   Microoft WordExcel \xa0 \xa0 \xa0 \xa0   Great Plain Dynamic   BI360 BuineIntelligence Tool \xa0 \xa0 \xa0 \xa0  Keane Care  '],[' MERCY COLLEGE'],[' Bachelor of Science']
1904,ACCOUNTANT,"['  MS Office Databae', ' Macro', ' V-look up', ' Pivot table', ' Outlook  Company Platform Buine Object', ' Workbench', ' Eagle', ' Pega', ' Lombardi', ' DRAS  ']","[' Mater of Buine Adminitration', ' Bachelor of Science', ' Related coure work in Buine Financial Reporting and Analyi Financial Management Corporate Financial Policie Invetment Analyi and Portfolio Management Corporate Governance Financial Engineering and Rik Management Derivative']","[' Univerity of Delaware', ' Univerity of Delaware', 'NA']"
1905,ACCOUNTANT,"['  NetSuite', ' Epicor', ' Sage', ' Quickbook', ' Office Mater Sytem', ' Peachtree', ' GLACIER Tax Prep', ' Intuit Payroll', ' ChaePaymentech', ' Word', ' Excel', ' Outlook ']","[' Ball State Univerity', ' Ball State Univerity']","[' Mater of Science', ' Bachelor of Science']"
1906,ACCOUNTANT,"['  Microoft Excel expert - Pivot Table', ' V-Lookup', ' Formula   Acce Databae Querie  data mining  Proficient in Microoft Office', ' MS Word', ' Outlook', ' PowerPoint   PeopleSoft ue  knowledge - Querie  data mining  Oracle experience  SharePoint ue experience  InfoLeae for Leae and Financial Accounting  CITConnect Reearch  Internet Accounting', ' Finance and Tax Reearch - Lexi-Nexi', ' CCH  RIA Tax Reearch - STAT- FSI Track - Ultra Tax - IMAGE Scanner - Aet Manager -10-key Printer  Scanner general office tool  - QuickBook  ']",[' MBA'],[' Univerity of North Florida']
1907,ACCOUNTANT,"['  Proficient in Microoft Office Suite', ' Acce', ' QuickBook', ' Turbo Tax', ' Viion Accounting Software', ' Peach Tree', '  Dac-Eay', ' Sage', ' PeopleSoft and advance Microoft excel  ']","[' Mater of Buine Adminitration', ' Mater of Science', ' Certificate in Eential of Bookkeeping and  Computerized Accounting']","[' Keller Graduate School of Management', ' Keller Graduate School of Management', ' New York City College Of Technology']"
1908,ACCOUNTANT,"[' Accounting', ' accountant', ' Accounting Software', ' account payable', ' adminitrative upport', ' banking', ' benefit', ' bi', ' Credit', ' Electronic Fund Tranfer', ' filing', ' General Ledger', ' Human Reource', ' HR', ' MS Acce', ' MS Excel', ' money', ' MS Power Point', ' MS Word', ' payroll', ' Peachtree', ' peronnel', ' policie', ' progre', ' QuickBook', ' reconciling', ' reearching', ' Sage', ' trategic']","[' Bachelor of Science', ' Aociate of Art']","[' Univerity of Maryland Univerity College Shady Grove Center', ' Montgomery College']"
1909,ACCOUNTANT,"['   Community Involvement Active Volunteer', ' Houton-Chevron Marathon and BP MS 150 Calpine continued  ']","[' UNIVERSITY OF HOUSTON', ' Credential  Training Notary Public  Texa Real Etate Saleperon Licene  ACE Yellow Belt Training  CPR Certified  Super Uer Training in PeopleSoft 75 to 90  Communication and Interperonal Skill']","[' BBA', 'NA']"
1910,ACCOUNTANT,"[' Accounting', ' account payable', ' account receivable', ' accrual', ' adminitrative', ' ADP', ' Art', ' budgeting', ' bi', ' cah flow', ' cloing', ' concie', ' contract', ' Certified Public Accountant', ' CPA', ' client', ' documentation', ' enior management', ' financial', ' Financial Management', ' financial tatement', ' Form', ' fundraiing', ' general ledger', ' government', ' grant', ' material', ' Microoft Office', ' Enterprie', ' Oracle', ' payroll', ' PeopleSoft', ' procee', ' QuickBook', ' reconciling', ' Sale', ' SAP', ' Solomon', ' Tax', ' year-end']","[' Mater of Accounting  Financial Management', ' Mater of Buine Adminitration', ' Bachelor of Science', ' DeVry Univerity']","[' Keller Graduate School of Management of DeVry Univerity', 'NA', ' Keller Graduate School of Management of DeVry Univerity', 'NA']"
1911,ACCOUNTANT,"[' ACCOUNTING', ' AP', ' attention to detail', ' bank reconciliation', ' INTERPERSONAL', ' data entry', ' fahion', ' Finance', ' general ledger', ' leaderhip', ' letter', ' acce', ' Excel', ' Microoft office', ' Outlook', ' PowerPoint', ' Word', ' neat', ' organizational', ' PeopleSoft', ' problem analyi', ' QuickBook', ' reconciling', ' ap', ' upervior', ' table']",[' Bachelor of Science'],[' William Pateron Univerity']
1912,ACCOUNTANT,"['  Power Uer of Microoft Excel Epicor NetSuite QuickBook Hyperion Great Plain Sage Intacct', '  Accounting', ' Accountant', ' Ad', ' auditing', ' Trial Balance', ' Balance Sheet', ' monthly bank reconciliation', ' banking', ' benefit', ' bookkeeping', ' budget', ' budget', ' bi', ' C', ' Community Health', ' compliance audit', ' contract management', ' contract', ' CPA', ' credit', ' CRM', ' client', ' client', ' databae', ' Databae management', ' finance', ' financial', ' financial audit', ' Financial planning and analyi', ' financial tatement preparation', ' financial tatement', ' Prepare financial tatement', ' fund', ' general ledger', ' GL', ' Great Plain', ' home health', ' hopice', ' human reource', ' Hyperion', ' inurance', ' inventory', ' leaderhip', ' Microoft Excel', ' Excel', ' payroll', ' Proce payroll', ' procurement', ' propoal', ' QuickBook', ' Relational databae', ' reporting', ' revenue recognition', ' Sage', ' ale', ' tax', ' taxe', ' tax return', ' therapy', ' validation ']",[' Bachelor of Buine Adminitration'],[' Valdota State Univerity']
